onset	duration	sample	value	stage_name
228.4885	34.1755	456977	stage_start	pinch_release_practice
262.6705	184.393	525341	stage_start	pinch_release_static_hand_in_lap_with_taps
282.03	0	564060	index_press	n/a
282.135	0	564270	index_release	n/a
282.225	0	564450	index_press	n/a
282.315	0	564630	index_release	n/a
283.47	0	566940	index_press	n/a
283.595	0	567190	index_release	n/a
284.87	0	569740	index_press	n/a
285.855	0	571710	index_release	n/a
287.255	0	574510	index_press	n/a
287.36	0	574720	index_release	n/a
287.485	0	574970	index_press	n/a
287.59	0	575180	index_release	n/a
288.71	0	577420	index_press	n/a
289.31	0	578620	index_release	n/a
290.23	0	580460	index_press	n/a
290.92	0	581840	index_release	n/a
291.775	0	583550	middle_press	n/a
291.9	0	583800	middle_release	n/a
293.125	0	586250	index_press	n/a
293.23	0	586460	index_release	n/a
293.815	0	587630	index_press	n/a
294.665	0	589330	index_release	n/a
295.825	0	591650	middle_press	n/a
295.92	0	591840	middle_release	n/a
296.01	0	592020	middle_press	n/a
296.13	0	592260	middle_release	n/a
297.07	0	594140	index_press	n/a
297.17	0	594340	index_release	n/a
297.265	0	594530	index_press	n/a
297.365	0	594730	index_release	n/a
297.995	0	595990	middle_press	n/a
298.52	0	597040	middle_release	n/a
299.13	0	598260	middle_press	n/a
299.615	0	599230	middle_release	n/a
301.045	0	602090	index_press	n/a
301.13	0	602260	index_release	n/a
301.225	0	602450	index_press	n/a
301.315	0	602630	index_release	n/a
302.36	0	604720	index_press	n/a
303.295	0	606590	index_release	n/a
304.775	0	609550	middle_press	n/a
304.89	0	609780	middle_release	n/a
304.965	0	609930	middle_press	n/a
305.08	0	610160	middle_release	n/a
306.395	0	612790	middle_press	n/a
306.64	0	613280	middle_release	n/a
307.465	0	614930	index_press	n/a
308.02	0	616040	index_release	n/a
309.205	0	618410	middle_press	n/a
309.44	0	618880	middle_release	n/a
310.55	0	621100	middle_press	n/a
311.13	0	622260	middle_release	n/a
311.92	0	623840	index_press	n/a
312.075	0	624150	index_release	n/a
312.72	0	625440	middle_press	n/a
313	0	626000	middle_release	n/a
314.365	0	628730	index_press	n/a
314.47	0	628940	index_release	n/a
315.58	0	631160	middle_press	n/a
315.685	0	631370	middle_release	n/a
