onset	duration	sample	value	stage_name
242.73	29.498	485460	stage_start	pinch_practice
293.716	105.7805	587432	stage_start	pinch_release_static_hand_in_lap_with_taps
314.945	0	629890	index_press	n/a
315.69	0	631380	index_release	n/a
316.77	0	633540	middle_press	n/a
317.585	0	635170	middle_release	n/a
318.53	0	637060	index_press	n/a
319.315	0	638630	index_release	n/a
320.55	0	641100	middle_press	n/a
320.635	0	641270	middle_release	n/a
321.09	0	642180	middle_press	n/a
321.17	0	642340	middle_release	n/a
321.25	0	642500	middle_press	n/a
321.33	0	642660	middle_release	n/a
321.965	0	643930	index_press	n/a
322.475	0	644950	index_release	n/a
323.77	0	647540	middle_press	n/a
323.855	0	647710	middle_release	n/a
323.99	0	647980	middle_press	n/a
324.075	0	648150	middle_release	n/a
325.065	0	650130	middle_press	n/a
325.155	0	650310	middle_release	n/a
326.14	0	652280	index_press	n/a
326.19	0	652380	index_release	n/a
326.34	0	652680	index_press	n/a
326.38	0	652760	index_release	n/a
327.575	0	655150	index_press	n/a
327.735	0	655470	index_release	n/a
328.47	0	656940	index_press	n/a
328.51	0	657020	index_release	n/a
328.805	0	657610	index_press	n/a
328.865	0	657730	index_release	n/a
330	0	660000	index_press	n/a
331.22	0	662440	index_release	n/a
331.96	0	663920	index_press	n/a
333.155	0	666310	index_release	n/a
334.195	0	668390	index_press	n/a
334.265	0	668530	index_release	n/a
334.435	0	668870	index_press	n/a
334.505	0	669010	index_release	n/a
335.455	0	670910	middle_press	n/a
336.145	0	672290	middle_release	n/a
337.015	0	674030	index_press	n/a
337.035	0	674070	index_release	n/a
338.27	0	676540	middle_press	n/a
338.355	0	676710	middle_release	n/a
338.52	0	677040	middle_press	n/a
338.605	0	677210	middle_release	n/a
339.57	0	679140	middle_press	n/a
339.655	0	679310	middle_release	n/a
339.82	0	679640	middle_press	n/a
339.905	0	679810	middle_release	n/a
341.17	0	682340	middle_press	n/a
341.275	0	682550	middle_release	n/a
341.405	0	682810	middle_press	n/a
341.49	0	682980	middle_release	n/a
342.675	0	685350	index_press	n/a
342.815	0	685630	index_release	n/a
344.32	0	688640	middle_press	n/a
344.84	0	689680	middle_release	n/a
345.69	0	691380	middle_press	n/a
345.78	0	691560	middle_release	n/a
345.915	0	691830	middle_press	n/a
346	0	692000	middle_release	n/a
346.86	0	693720	middle_press	n/a
347.345	0	694690	middle_release	n/a
348.33	0	696660	index_press	n/a
348.39	0	696780	index_release	n/a
348.525	0	697050	index_press	n/a
348.575	0	697150	index_release	n/a
349.26	0	698520	middle_press	n/a
349.49	0	698980	middle_release	n/a
350.13	0	700260	index_press	n/a
350.6	0	701200	index_release	n/a
351.685	0	703370	middle_press	n/a
351.9	0	703800	middle_release	n/a
352.885	0	705770	index_press	n/a
353.32	0	706640	index_release	n/a
354.49	0	708980	index_press	n/a
354.535	0	709070	index_release	n/a
