onset	duration	sample	value	stage_name
67.958	31.273	135916	stage_start	pinch_release_practice
99.236	168.912	198472	stage_start	pinch_release_static_vertical_arm_with_taps
102.3	0	204600	index_press	n/a
102.41	0	204820	index_release	n/a
102.49	0	204980	index_press	n/a
102.6	0	205200	index_release	n/a
103.34	0	206680	index_press	n/a
104.01	0	208020	index_release	n/a
105.08	0	210160	index_press	n/a
105.225	0	210450	index_release	n/a
105.325	0	210650	index_press	n/a
105.44	0	210880	index_release	n/a
106.395	0	212790	index_press	n/a
106.545	0	213090	index_release	n/a
107.375	0	214750	index_press	n/a
108.32	0	216640	index_release	n/a
109.305	0	218610	middle_press	n/a
109.91	0	219820	middle_release	n/a
110.685	0	221370	index_press	n/a
112.105	0	224210	index_release	n/a
112.985	0	225970	index_press	n/a
113.005	0	226010	index_release	n/a
113.87	0	227740	index_press	n/a
113.89	0	227780	index_release	n/a
114.835	0	229670	middle_press	n/a
115.13	0	230260	middle_release	n/a
115.635	0	231270	index_press	n/a
116.34	0	232680	index_release	n/a
117.08	0	234160	index_press	n/a
117.87	0	235740	index_release	n/a
118.925	0	237850	index_press	n/a
119.155	0	238310	index_release	n/a
120.335	0	240670	index_press	n/a
120.45	0	240900	index_release	n/a
120.53	0	241060	index_press	n/a
120.65	0	241300	index_release	n/a
121.73	0	243460	index_press	n/a
121.845	0	243690	index_release	n/a
122.045	0	244090	index_press	n/a
122.095	0	244190	index_release	n/a
123.01	0	246020	index_press	n/a
123.52	0	247040	index_release	n/a
124.755	0	249510	index_press	n/a
124.91	0	249820	index_release	n/a
125.005	0	250010	index_press	n/a
125.125	0	250250	index_release	n/a
126.08	0	252160	index_press	n/a
126.205	0	252410	index_release	n/a
126.3	0	252600	index_press	n/a
126.425	0	252850	index_release	n/a
127.215	0	254430	middle_press	n/a
127.405	0	254810	middle_release	n/a
128.135	0	256270	middle_press	n/a
128.36	0	256720	middle_release	n/a
128.975	0	257950	middle_press	n/a
129.235	0	258470	middle_release	n/a
129.685	0	259370	index_press	n/a
130.185	0	260370	index_release	n/a
131.985	0	263970	middle_press	n/a
132.29	0	264580	middle_release	n/a
133.535	0	267070	middle_press	n/a
134.095	0	268190	middle_release	n/a
135.38	0	270760	middle_press	n/a
135.555	0	271110	middle_release	n/a
135.605	0	271210	middle_press	n/a
135.765	0	271530	middle_release	n/a
136.32	0	272640	middle_press	n/a
136.475	0	272950	middle_release	n/a
137.48	0	274960	index_press	n/a
137.665	0	275330	index_release	n/a
137.82	0	275640	index_press	n/a
137.95	0	275900	index_release	n/a
139.005	0	278010	middle_press	n/a
139.955	0	279910	middle_release	n/a
141.475	0	282950	middle_press	n/a
141.59	0	283180	middle_release	n/a
141.7	0	283400	middle_press	n/a
141.73	0	283460	middle_release	n/a
142.705	0	285410	middle_press	n/a
143.77	0	287540	middle_release	n/a
144.625	0	289250	middle_press	n/a
144.775	0	289550	middle_release	n/a
145.44	0	290880	middle_press	n/a
145.6	0	291200	middle_release	n/a
145.72	0	291440	middle_press	n/a
146.015	0	292030	middle_release	n/a
146.705	0	293410	index_press	n/a
146.92	0	293840	index_release	n/a
147.825	0	295650	index_press	n/a
148.12	0	296240	index_release	n/a
148.995	0	297990	middle_press	n/a
150.245	0	300490	middle_release	n/a
150.485	0	300970	index_press	n/a
151.82	0	303640	index_release	n/a
152.51	0	305020	middle_press	n/a
152.74	0	305480	middle_release	n/a
152.845	0	305690	middle_press	n/a
152.955	0	305910	middle_release	n/a
154.215	0	308430	middle_press	n/a
154.365	0	308730	middle_release	n/a
154.44	0	308880	middle_press	n/a
154.735	0	309470	middle_release	n/a
155.635	0	311270	index_press	n/a
155.8	0	311600	index_release	n/a
156.55	0	313100	middle_press	n/a
156.665	0	313330	middle_release	n/a
156.76	0	313520	middle_press	n/a
156.87	0	313740	middle_release	n/a
157.705	0	315410	middle_press	n/a
157.825	0	315650	middle_release	n/a
157.92	0	315840	middle_press	n/a
158.02	0	316040	middle_release	n/a
158.95	0	317900	middle_press	n/a
160.165	0	320330	middle_release	n/a
160.61	0	321220	index_press	n/a
161.605	0	323210	index_release	n/a
162.65	0	325300	middle_press	n/a
162.81	0	325620	middle_release	n/a
162.875	0	325750	middle_press	n/a
163.035	0	326070	middle_release	n/a
163.885	0	327770	middle_press	n/a
164.02	0	328040	middle_release	n/a
164.085	0	328170	middle_press	n/a
164.225	0	328450	middle_release	n/a
164.885	0	329770	index_press	n/a
165.045	0	330090	index_release	n/a
165.125	0	330250	index_press	n/a
165.24	0	330480	index_release	n/a
165.97	0	331940	middle_press	n/a
166.185	0	332370	middle_release	n/a
166.865	0	333730	index_press	n/a
167.935	0	335870	index_release	n/a
168.795	0	337590	middle_press	n/a
168.93	0	337860	middle_release	n/a
169.02	0	338040	middle_press	n/a
169.13	0	338260	middle_release	n/a
169.975	0	339950	index_press	n/a
170.065	0	340130	index_release	n/a
171.04	0	342080	middle_press	n/a
171.22	0	342440	middle_release	n/a
171.985	0	343970	middle_press	n/a
172.095	0	344190	middle_release	n/a
172.18	0	344360	middle_press	n/a
172.285	0	344570	middle_release	n/a
173.41	0	346820	middle_press	n/a
173.89	0	347780	middle_release	n/a
174.55	0	349100	middle_press	n/a
175.205	0	350410	middle_release	n/a
176.39	0	352780	middle_press	n/a
176.675	0	353350	middle_release	n/a
177.245	0	354490	middle_press	n/a
177.39	0	354780	middle_release	n/a
177.445	0	354890	middle_press	n/a
177.645	0	355290	middle_release	n/a
178.275	0	356550	middle_press	n/a
178.295	0	356590	middle_release	n/a
178.505	0	357010	middle_press	n/a
178.635	0	357270	middle_release	n/a
179.25	0	358500	index_press	n/a
179.445	0	358890	index_release	n/a
180.02	0	360040	middle_press	n/a
181.05	0	362100	middle_release	n/a
181.555	0	363110	index_press	n/a
181.745	0	363490	index_release	n/a
182.37	0	364740	index_press	n/a
182.49	0	364980	index_release	n/a
182.585	0	365170	index_press	n/a
182.705	0	365410	index_release	n/a
183.93	0	367860	middle_press	n/a
184.22	0	368440	middle_release	n/a
184.865	0	369730	index_press	n/a
185.395	0	370790	index_release	n/a
186.745	0	373490	middle_press	n/a
186.87	0	373740	middle_release	n/a
187.365	0	374730	index_press	n/a
187.845	0	375690	index_release	n/a
188.7	0	377400	index_press	n/a
189.25	0	378500	index_release	n/a
190.43	0	380860	middle_press	n/a
191.375	0	382750	middle_release	n/a
192.075	0	384150	index_press	n/a
193.1	0	386200	index_release	n/a
194.015	0	388030	middle_press	n/a
194.165	0	388330	middle_release	n/a
195.32	0	390640	index_press	n/a
195.87	0	391740	index_release	n/a
