onset	duration	sample	value	stage_name
124.755	30.6045	249510	stage_start	pinch_practice
176.9285	94.9295	353857	stage_start	pinch_release_static_hand_in_lap_with_taps
187.175	0	374350	middle_press	n/a
187.29	0	374580	middle_release	n/a
187.365	0	374730	middle_press	n/a
187.66	0	375320	middle_release	n/a
188.47	0	376940	index_press	n/a
188.545	0	377090	index_release	n/a
188.625	0	377250	index_press	n/a
188.745	0	377490	index_release	n/a
189.55	0	379100	middle_press	n/a
189.685	0	379370	middle_release	n/a
190.745	0	381490	middle_press	n/a
190.98	0	381960	middle_release	n/a
192.31	0	384620	middle_press	n/a
192.6	0	385200	middle_release	n/a
194.285	0	388570	index_press	n/a
194.58	0	389160	index_release	n/a
195.37	0	390740	middle_press	n/a
195.61	0	391220	middle_release	n/a
197.335	0	394670	index_press	n/a
197.63	0	395260	index_release	n/a
198.28	0	396560	index_press	n/a
198.42	0	396840	index_release	n/a
198.81	0	397620	middle_press	n/a
199.105	0	398210	middle_release	n/a
199.32	0	398640	middle_press	n/a
199.47	0	398940	middle_release	n/a
200.305	0	400610	middle_press	n/a
200.515	0	401030	middle_release	n/a
201.585	0	403170	middle_press	n/a
201.64	0	403280	middle_release	n/a
202.665	0	405330	middle_press	n/a
202.945	0	405890	middle_release	n/a
202.965	0	405930	middle_press	n/a
203.175	0	406350	middle_release	n/a
203.745	0	407490	middle_press	n/a
203.78	0	407560	middle_release	n/a
203.94	0	407880	middle_press	n/a
203.96	0	407920	middle_release	n/a
205.13	0	410260	middle_press	n/a
205.175	0	410350	middle_release	n/a
206.3	0	412600	index_press	n/a
206.825	0	413650	index_release	n/a
208.275	0	416550	index_press	n/a
208.57	0	417140	index_release	n/a
209.31	0	418620	index_press	n/a
209.605	0	419210	index_release	n/a
209.625	0	419250	index_press	n/a
209.775	0	419550	index_release	n/a
210.89	0	421780	index_press	n/a
211.24	0	422480	index_release	n/a
212.12	0	424240	index_press	n/a
212.205	0	424410	index_release	n/a
212.445	0	424890	index_press	n/a
212.74	0	425480	index_release	n/a
213.405	0	426810	middle_press	n/a
213.425	0	426850	middle_release	n/a
214.33	0	428660	index_press	n/a
214.475	0	428950	index_release	n/a
214.495	0	428990	index_press	n/a
214.61	0	429220	index_release	n/a
215.33	0	430660	middle_press	n/a
216.48	0	432960	middle_release	n/a
217.33	0	434660	middle_press	n/a
217.4	0	434800	middle_release	n/a
217.42	0	434840	middle_press	n/a
217.465	0	434930	middle_release	n/a
218.935	0	437870	index_press	n/a
219.215	0	438430	index_release	n/a
219.855	0	439710	middle_press	n/a
219.99	0	439980	middle_release	n/a
221.535	0	443070	middle_press	n/a
221.77	0	443540	middle_release	n/a
222.045	0	444090	middle_press	n/a
222.095	0	444190	middle_release	n/a
222.325	0	444650	middle_press	n/a
222.365	0	444730	middle_release	n/a
222.94	0	445880	middle_press	n/a
223.235	0	446470	middle_release	n/a
223.34	0	446680	middle_press	n/a
223.435	0	446870	middle_release	n/a
224.235	0	448470	index_press	n/a
224.255	0	448510	index_release	n/a
224.49	0	448980	index_press	n/a
224.785	0	449570	index_release	n/a
225.725	0	451450	middle_press	n/a
226	0	452000	middle_release	n/a
226.735	0	453470	index_press	n/a
227.03	0	454060	index_release	n/a
227.95	0	455900	middle_press	n/a
228.245	0	456490	middle_release	n/a
229.68	0	459360	index_press	n/a
230.325	0	460650	index_release	n/a
231.515	0	463030	index_press	n/a
232.04	0	464080	index_release	n/a
233.77	0	467540	index_press	n/a
234.01	0	468020	index_release	n/a
234.19	0	468380	index_press	n/a
234.21	0	468420	index_release	n/a
234.83	0	469660	index_press	n/a
235.275	0	470550	index_release	n/a
236.73	0	473460	index_press	n/a
237.12	0	474240	index_release	n/a
238.91	0	477820	index_press	n/a
239.165	0	478330	index_release	n/a
239.765	0	479530	middle_press	n/a
239.915	0	479830	middle_release	n/a
240.045	0	480090	middle_press	n/a
240.305	0	480610	middle_release	n/a
241.025	0	482050	index_press	n/a
241.195	0	482390	index_release	n/a
241.215	0	482430	index_press	n/a
241.365	0	482730	index_release	n/a
241.825	0	483650	middle_press	n/a
242.095	0	484190	middle_release	n/a
243.205	0	486410	middle_press	n/a
243.39	0	486780	middle_release	n/a
244.585	0	489170	index_press	n/a
245.02	0	490040	index_release	n/a
246.01	0	492020	middle_press	n/a
247.225	0	494450	middle_release	n/a
248.41	0	496820	middle_press	n/a
248.565	0	497130	middle_release	n/a
250.1	0	500200	middle_press	n/a
250.3	0	500600	middle_release	n/a
251.74	0	503480	index_press	n/a
252.035	0	504070	index_release	n/a
252.055	0	504110	index_press	n/a
252.29	0	504580	index_release	n/a
253.435	0	506870	index_press	n/a
253.595	0	507190	index_release	n/a
255.12	0	510240	index_press	n/a
255.355	0	510710	index_release	n/a
256.005	0	512010	middle_press	n/a
256.335	0	512670	middle_release	n/a
257.84	0	515680	index_press	n/a
258	0	516000	index_release	n/a
258.02	0	516040	index_press	n/a
258.225	0	516450	index_release	n/a
258.95	0	517900	index_press	n/a
259.135	0	518270	index_release	n/a
259.51	0	519020	middle_press	n/a
259.745	0	519490	middle_release	n/a
259.825	0	519650	middle_press	n/a
259.96	0	519920	middle_release	n/a
261.2	0	522400	index_press	n/a
261.43	0	522860	index_release	n/a
262.385	0	524770	middle_press	n/a
262.445	0	524890	middle_release	n/a
262.65	0	525300	middle_press	n/a
262.725	0	525450	middle_release	n/a
264.32	0	528640	index_press	n/a
265.04	0	530080	index_release	n/a
265.8	0	531600	middle_press	n/a
266.035	0	532070	middle_release	n/a
267.115	0	534230	index_press	n/a
267.355	0	534710	index_release	n/a
267.575	0	535150	index_press	n/a
267.595	0	535190	index_release	n/a
268.585	0	537170	index_press	n/a
268.785	0	537570	index_release	n/a
304.762	23.5095	609524	stage_start	thumb_swipes_practice
347.9335	74.153	695867	stage_start	thumb_swipes_static_arm_in_lap
352.435	0	704870	thumb_down	n/a
353.51	0	707020	thumb_up	n/a
354.37	0	708740	thumb_up	n/a
355.615	0	711230	thumb_click	n/a
356.715	0	713430	thumb_out	n/a
358.22	0	716440	thumb_down	n/a
358.94	0	717880	thumb_down	n/a
359.89	0	719780	thumb_down	n/a
360.81	0	721620	thumb_up	n/a
361.78	0	723560	thumb_down	n/a
362.725	0	725450	thumb_in	n/a
364.03	0	728060	thumb_click	n/a
365.245	0	730490	thumb_out	n/a
366.235	0	732470	thumb_out	n/a
367.515	0	735030	thumb_down	n/a
368.235	0	736470	thumb_down	n/a
369.53	0	739060	thumb_in	n/a
371.185	0	742370	thumb_out	n/a
371.795	0	743590	thumb_out	n/a
373.445	0	746890	thumb_up	n/a
374.35	0	748700	thumb_click	n/a
375.54	0	751080	thumb_in	n/a
376.79	0	753580	thumb_up	n/a
377.845	0	755690	thumb_down	n/a
379.665	0	759330	thumb_click	n/a
380.305	0	760610	thumb_up	n/a
381.675	0	763350	thumb_in	n/a
382.795	0	765590	thumb_click	n/a
383.42	0	766840	thumb_in	n/a
384.785	0	769570	thumb_out	n/a
385.74	0	771480	thumb_up	n/a
386.74	0	773480	thumb_down	n/a
387.93	0	775860	thumb_out	n/a
389.53	0	779060	thumb_up	n/a
390.32	0	780640	thumb_down	n/a
391.34	0	782680	thumb_in	n/a
392.475	0	784950	thumb_in	n/a
394.295	0	788590	thumb_click	n/a
395.02	0	790040	thumb_in	n/a
396.13	0	792260	thumb_up	n/a
397.655	0	795310	thumb_in	n/a
398.535	0	797070	thumb_in	n/a
399.8	0	799600	thumb_out	n/a
401.37	0	802740	thumb_up	n/a
402.69	0	805380	thumb_click	n/a
403.825	0	807650	thumb_click	n/a
404.69	0	809380	thumb_click	n/a
405.305	0	810610	thumb_down	n/a
407.015	0	814030	thumb_out	n/a
407.535	0	815070	thumb_in	n/a
408.955	0	817910	thumb_up	n/a
410.185	0	820370	thumb_click	n/a
410.94	0	821880	thumb_down	n/a
411.705	0	823410	thumb_up	n/a
413.245	0	826490	thumb_click	n/a
414.345	0	828690	thumb_out	n/a
415.63	0	831260	thumb_click	n/a
416.395	0	832790	thumb_out	n/a
418.095	0	836190	thumb_out	n/a
418.685	0	837370	thumb_in	n/a
422.0915	82.96	844183	stage_start	thumb_swipes_static_arm_front
434.94	0	869880	thumb_in	n/a
435.555	0	871110	thumb_out	n/a
436.4	0	872800	thumb_down	n/a
437.825	0	875650	thumb_up	n/a
439.35	0	878700	thumb_click	n/a
440.575	0	881150	thumb_click	n/a
441.57	0	883140	thumb_out	n/a
442.215	0	884430	thumb_down	n/a
443.46	0	886920	thumb_down	n/a
445.075	0	890150	thumb_out	n/a
445.73	0	891460	thumb_in	n/a
447	0	894000	thumb_out	n/a
448.59	0	897180	thumb_click	n/a
449.72	0	899440	thumb_click	n/a
450.5	0	901000	thumb_out	n/a
451.615	0	903230	thumb_click	n/a
452.855	0	905710	thumb_down	n/a
454.19	0	908380	thumb_in	n/a
455.6	0	911200	thumb_out	n/a
456.49	0	912980	thumb_in	n/a
457.685	0	915370	thumb_up	n/a
459.735	0	919470	thumb_up	n/a
460.765	0	921530	thumb_in	n/a
461.94	0	923880	thumb_down	n/a
463.305	0	926610	thumb_in	n/a
464.045	0	928090	thumb_out	n/a
464.73	0	929460	thumb_in	n/a
466.235	0	932470	thumb_out	n/a
466.75	0	933500	thumb_up	n/a
468.285	0	936570	thumb_down	n/a
468.835	0	937670	thumb_up	n/a
469.705	0	939410	thumb_in	n/a
470.835	0	941670	thumb_up	n/a
472.27	0	944540	thumb_up	n/a
473.245	0	946490	thumb_out	n/a
474.405	0	948810	thumb_up	n/a
475.995	0	951990	thumb_in	n/a
476.75	0	953500	thumb_click	n/a
477.765	0	955530	thumb_down	n/a
479.3	0	958600	thumb_up	n/a
480.955	0	961910	thumb_click	n/a
481.735	0	963470	thumb_out	n/a
482.715	0	965430	thumb_down	n/a
483.915	0	967830	thumb_down	n/a
484.605	0	969210	thumb_down	n/a
485.885	0	971770	thumb_out	n/a
486.875	0	973750	thumb_down	n/a
487.97	0	975940	thumb_up	n/a
488.81	0	977620	thumb_up	n/a
490.075	0	980150	thumb_in	n/a
490.915	0	981830	thumb_in	n/a
492.425	0	984850	thumb_click	n/a
493.065	0	986130	thumb_out	n/a
494.505	0	989010	thumb_down	n/a
495.845	0	991690	thumb_click	n/a
497.18	0	994360	thumb_click	n/a
498.58	0	997160	thumb_click	n/a
499.915	0	999830	thumb_click	n/a
501.36	0	1002720	thumb_up	n/a
501.99	0	1003980	thumb_in	n/a
505.0555	84.644	1010111	stage_start	thumb_swipes_static_vertical
525.785	0	1051570	thumb_down	n/a
526.34	0	1052680	thumb_out	n/a
527.675	0	1055350	thumb_out	n/a
528.95	0	1057900	thumb_out	n/a
530.795	0	1061590	thumb_out	n/a
531.315	0	1062630	thumb_out	n/a
532.86	0	1065720	thumb_click	n/a
533.935	0	1067870	thumb_down	n/a
535.18	0	1070360	thumb_in	n/a
536.005	0	1072010	thumb_down	n/a
537.665	0	1075330	thumb_in	n/a
538.685	0	1077370	thumb_out	n/a
539.42	0	1078840	thumb_click	n/a
541.255	0	1082510	thumb_down	n/a
541.635	0	1083270	thumb_in	n/a
542.37	0	1084740	thumb_click	n/a
543.28	0	1086560	thumb_in	n/a
543.85	0	1087700	thumb_out	n/a
544.96	0	1089920	thumb_up	n/a
546.505	0	1093010	thumb_click	n/a
547.66	0	1095320	thumb_click	n/a
548.15	0	1096300	thumb_out	n/a
